Project ID,Project Status,Project Name,Street Number ,Street Name,Street Type,Zip Code,Supervisor District,City Analysis Neighborhood,Lead Agency,Program Area,Project Area,Project Type,Housing Tenure,Issuance of Notice to Proceed,Issuance of Building Permit,Issuance of First Construction Document,Estimated/Actual Construction Start Date,Estimated Construction Completion,Project Lead Sponsor,Project Co-Sponsor,Project Owner,Planning  Case Number,Property Informaiton Map Link,Planning Entitlements,Entitlement Approval,Section 415 Declaration,Project Units,Affordable Units,Market Rate Units,% Affordable,SRO Units,Studio Units,1bd Units,2bd Units,3bd Units,4bd Units,5+ bd Units,Mobility Units,Manager Units,Manager Unit(s) Type,Family Units,Senior Units,TAY Units,Homeless Units,Disabled Units,LOSP Units,Public Housing Replacement Units,20% AMI,30% AMI,40% AMi,50% AMI,55% AMI,60% AMI,80% AMI,90% AMI,100% AMI,105% AMI,110% AMI,120% AMI,130% AMI,150% AMI,AMI Undeclared,Latitude,Longitude,Location
2019-001,(2) Predevelopment Feasibility,Sunnydale Block 3,,Sunnydale,Ave,94134,10,Visitacion Valley,MOHCD,HOPE SF,0,New Construction,Rental,02/01/2022,,,02/01/2022,02/01/2024,Related California,Mercy Housing California,Mercy Housing,0,http://propertymap.sfplanning.org/?search=0,,,,168,167,1,99,0,0,56,68,39,4,0,23,1,2bd,167,0,0,0,0,0,126,0,0,0,125,0,42,0,0,0,0,0,0,0,0,0,37.711791933,-122.416804858999,POINT (-122.416804858999 37.711791933)
2018-031,(5) First Construction Document Issued,2500 Turk St,2500,Turk,St,94118,1,Lone Mountain/USF,MOHCD,Inclusionary Housing Program,0,New Construction,Rental,,10/16/2018,03/06/2019,03/06/2019,04/29/2021,University of San Francisco,,,2015-000058PRJ,http://propertymap.sfplanning.org/?search=2015-000058PRJ,,03/15/2018,Exempt Project (student housing),155,0,155,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.779098833,-122.451448079999,POINT (-122.451448079999 37.779098833)
2016-006,(5) First Construction Document Issued,950 Gough,950,Gough,St,94102,5,Western Addition,MOHCD,Inclusionary Housing Program,0,New Construction,Ownership,,05/11/2018,05/03/2019,05/03/2019,06/26/2021,"Maracor Development, Inc.",,,2012.0506,http://propertymap.sfplanning.org/?search=2012.0506,"2012.0506C,2012.0506E,2012.0506GEN,2012.0506K,2012.0506U,2012.0506VAR",01/07/2016,On-site BMR Project,95,11,84,12,0,2,7,2,0,0,0,0,0,,11,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,37.788578569571,-122.416591818,POINT (-122.416591818 37.7885785695712)
2016-048,(5) First Construction Document Issued,Oceanwide Center,40,1st,St,94105,6,Financial District/South Beach,MOHCD,Inclusionary Housing Program,0,New Construction,Unknown,,02/01/2017,06/09/2017,06/09/2017,08/03/2019,,,,2006.1523,http://propertymap.sfplanning.org/?search=2006.1523,"2006.1523B,2006.1523CUA,2006.1523DNX,2006.1523E,2006.1523E_3,2006.1523E_5,2006.1523GPR,2006.1523MCM,2006.1523OFA-02,2006.1523PCA,2006.1523SHD,2006.1523VAR",05/05/2016,Fee Payment,265,0,265,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.789893463,-122.398415842999,POINT (-122.398415842999 37.789893463)
2016-028,(4) Site Work Permit Issued,1601 Mission,1601,Mission,St,94103,6,Mission,MOHCD,Inclusionary Housing Program,0,New Construction,Unknown,,04/04/2019,,10/03/2019,11/26/2021,Trumark Urban,,,2014.1121,http://propertymap.sfplanning.org/?search=2014.1121,"2014.1121CND,2014.1121CUA,2014.1121DNX,2014.1121ENV,2014.1121PPA,2014.1121U,2014.1121VAR",04/07/2016,Fee Payment,220,0,220,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.772040732,-122.418763247999,POINT (-122.418763247999 37.772040732)
2016-090,(1) Preliminary Phase,Mission Bay South 4 East,,Address not yet assigned,,94158,6,Mission Bay,OCII,Multifamily Rental Program,Mission Bay,New Construction,Rental,12/01/2021,,,12/01/2021,12/01/2023,Developer not yet selected,,Developer not yet selected,Not Applicable,,,,,34,33,1,97,0,0,0,0,0,0,0,0,1,,33,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,37.788578569571,-122.416591818,POINT (-122.416591818 37.7885785695712)
2011-015,(5) First Construction Document Issued,1296 Shotwell,1296,Shotwell,St,94110,9,Mission,MOHCD,Multifamily Rental Program,0,New Construction,Rental,04/30/2018,05/31/2017,05/15/2018,05/15/2018,11/13/2019,Mission Economic Development Agency,Chinatown Community Development Center,"1296 Shotwell Housing, LP",2015-018056PRJ,http://propertymap.sfplanning.org/?search=2015-018056PRJ,"2015-018056AHB,2015-018056ENV,2015-018056PPA",02/14/2017,,94,93,1,99,0,24,69,0,0,0,0,0,1,2bd,0,93,0,22,0,10,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,37.788578569571,-122.416591818,POINT (-122.416591818 37.7885785695712)
2016-086,(3) Design with Entitlements Approved,"Block 48, Phase 4 (Blocks D, E, Q)",989,Oakdale,Ave,94124,10,Bayview Hunters Point,OCII,Limited Equity Program,HP Shipyard Phase 1,New Construction,Ownership,12/01/2022,,,12/01/2022,05/01/2024,,,,Not Applicable,,,03/03/2015,,73,10,63,14,0,0,6,4,0,0,0,0,0,,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,37.788578569571,-122.416591818,POINT (-122.416591818 37.7885785695712)
2016-029,(5) First Construction Document Issued,1301 16th,1301,16th,St,94103,10,Mission Bay,MOHCD,Inclusionary Housing Program,0,New Construction,Rental,,08/30/2017,12/18/2017,12/18/2017,02/11/2020,"Sixteenth Street Center, LLC",,,2013.0698,http://propertymap.sfplanning.org/?search=2013.0698,"2013.0698E,2013.0698U,2013.0698X",04/28/2016,On-site BMR Project,172,28,144,16,0,7,9,10,2,0,0,0,0,,28,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,37.765845145,-122.400239354999,POINT (-122.400239354999 37.765845145)
2015-035,(5) First Construction Document Issued,75 Howard,75,Howard,St,94105,6,Financial District/South Beach,MOHCD,Inclusionary Housing Program,0,New Construction,Unknown,,10/25/2017,10/09/2018,10/09/2018,12/02/2020,RDF 75 Howard LP,,,2011.1122,http://propertymap.sfplanning.org/?search=2011.1122,"2011.1122CND,2011.1122CUA,2011.1122E,2011.1122E_3,2011.1122K,2011.1122PPA,2011.1122R,2011.1122U,2011.1122V,2011.1122X,2011.1122Z",09/03/2015,Fee Payment,133,0,133,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.791071148,-122.391144416999,POINT (-122.391144416999 37.791071148)
2018-045,(5) First Construction Document Issued,4830 Mission,4830,Mission,St,94112,11,Outer Mission,MOHCD,Small Sites Program,0,Rehabilitation,Rental,02/28/2019,,,02/28/2019,04/30/2019,Mission Economic Development Agency,,"MEDA Small Properties, LLC",Not Applicable,,,,,21,21,0,100,0,0,6,15,0,0,0,0,0,,21,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,37.788578569571,-122.416591818,POINT (-122.416591818 37.7885785695712)
2016-070,(4) Site Work Permit Issued,500 Turk,500,Turk,St,94102,6,Tenderloin,MOHCD,Multifamily Rental Program,0,New Construction,Rental,01/31/2020,12/28/2018,,01/31/2020,12/01/2021,Tenderloin Neighborhood Development Corporation,,"Turk 500 Associates, L.P.",Not Yet Available,,,12/28/2018,,108,107,1,99,0,23,20,50,14,0,0,11,1,1bd,107,0,0,0,0,0,27,0,22,16,37,0,21,11,0,0,0,0,0,0,0,0,37.788578569571,-122.416591818,POINT (-122.416591818 37.7885785695712)
2016-114,(5) First Construction Document Issued,950 Market,950,Market,St,94102,6,Tenderloin,MOHCD,Inclusionary Housing Program,0,New Construction,Unknown,,12/14/2017,04/08/2019,04/08/2019,06/01/2021,,,,2013.1049,http://propertymap.sfplanning.org/?search=2013.1049,"2013.1049C,2013.1049E,2013.1049K,2013.1049MCM,2013.1049PCA,2013.1049U,2013.1049V,2013.1049X",11/17/2016,Land Dedication,242,0,242,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.788578569571,-122.416591818,POINT (-122.416591818 37.7885785695712)
2016-008,(5) First Construction Document Issued,St Francis of Assisi,145,Guerrero,St,94103,8,Mission,MOHCD,Bond Financed Multifamily Housing,0,Rehabilitation,Rental,11/01/2016,,,11/01/2016,06/30/2019,Mercy Housing California,,"Mercy Housing 69, LP",Not Applicable,,,,,110,108,2,98,0,0,108,0,0,0,0,0,2,2bd,0,108,0,0,0,0,0,0,0,0,56,0,52,0,0,0,0,0,0,0,0,0,37.768922456,-122.423874059999,POINT (-122.423874059999 37.768922456)
2018-048,(4) Site Work Permit Issued,1924 Mission,1924,Mission,St,94103,9,Mission,MOHCD,Inclusionary Housing Program,0,New Construction,0,,08/22/2019,,02/20/2020,04/15/2022,,,,2014.0449,http://propertymap.sfplanning.org/?search=2014.0449,,03/27/2018,,11,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.788578569571,-122.416591818,POINT (-122.416591818 37.7885785695712)
2015-022,(5) First Construction Document Issued,901 Tennessee,901,Tennessee,St,94107,10,Potrero Hill,MOHCD,Inclusionary Housing Program,0,New Construction,Ownership,,08/01/2017,12/07/2017,12/07/2017,01/31/2020,Mindful Investments LP,,,2013.0321,http://propertymap.sfplanning.org/?search=2013.0321,"2013.0321A,2013.0321CND,2013.0321E,2013.0321U,2013.0321X",05/21/2015,On-site BMR Project,44,6,38,14,0,0,3,2,1,0,0,0,0,,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,37.76022721,-122.389153807999,POINT (-122.389153807999 37.76022721)
2018-040,(5) First Construction Document Issued,1863 Mission,1863,Mission,St,94110,9,Mission,MOHCD,Inclusionary Housing Program,0,New Construction,Ownership,,12/20/2018,,06/20/2019,08/13/2021,Corvorn LLC,,,2009.1011,http://propertymap.sfplanning.org/?search=2009.1011,,12/18/2018,On-site BMR Project,37,4,33,11,0,1,1,2,0,0,0,0,0,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,37.788578569571,-122.416591818,POINT (-122.416591818 37.7885785695712)
2017-033,(4) Site Work Permit Issued,793 South Van Ness,793,South Van Ness,Ave,94110,9,Mission,MOHCD,Inclusionary Housing Program,0,New Construction,Rental,,12/05/2018,,06/05/2019,07/29/2021,Farella Braun + Martell LLP,,,2015-001360PRJ,http://propertymap.sfplanning.org/?search=2015-001360PRJ,"2015-001360CUA,2015-001360ENV,2015-001360PPA,2015-001360TDM",12/14/2017,On-site BMR Project,75,11,64,15,0,0,7,4,0,0,0,0,0,,11,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,37.788578569571,-122.416591818,POINT (-122.416591818 37.7885785695712)
2016-111,(4) Site Work Permit Issued,249 Pennsylvania Ave,249,Pennsylvania,Ave,94107,10,Potrero Hill,MOHCD,Inclusionary Housing Program,0,New Construction,Rental,,10/10/2018,,04/10/2019,06/03/2021,,,,2014.1279,http://propertymap.sfplanning.org/?search=2014.1279,"2014.1279ENV,2014.1279ENX,2014.1279U,2014.1279U_OLD",11/03/2016,On-site BMR Project,59,10,49,17,0,0,0,0,0,0,0,0,0,,10,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,37.763612476,-122.393389183999,POINT (-122.393389183999 37.763612476)
2016-036,(6) Complete,Dudley Apartments,172,6th,St,94103,6,South of Market,MOHCD,Multifamily Rental Program,0,Rehabilitation,Rental,09/05/2018,08/18/2017,,09/05/2018,03/12/2019,Mercy Housing California,,"Mercy Housing California XXII, LP",Not Applicable,,,,,75,74,1,99,25,25,24,0,0,0,0,2,1,1bd,74,0,0,25,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,37.788578569571,-122.416591818,POINT (-122.416591818 37.7885785695712)
2017-016,(5) First Construction Document Issued,349 8th,349,8th,St,94103,6,South of Market,MOHCD,Inclusionary Housing Program,0,New Construction,Ownership,,06/19/2018,12/27/2018,12/27/2018,02/19/2021,RG Architecture,,,2015-004085PRJ,http://propertymap.sfplanning.org/?search=2015-004085PRJ,"2015-004085ENV,2015-004085ENX,2015-004085PPA,2015-004085TDM",05/18/2017,On-site BMR Project,38,6,32,16,0,1,3,2,0,0,0,0,0,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,37.774683235,-122.409189202999,POINT (-122.409189202999 37.774683235)
2016-080,(4) Site Work Permit Issued,681 Florida (2070 Bryant),681,Florida,St,94110,9,Mission,MOHCD,Multifamily Rental Program,0,New Construction,Rental,06/01/2020,10/23/2018,,06/01/2020,12/15/2021,Tenderloin Neighborhood Development Corporation,Mission Economic Development Agency,681 Florida L.P.,Not Yet Available,,,05/01/2018,,130,129,1,99,0,44,30,41,14,0,0,13,1,1bd,129,0,0,39,0,39,0,0,60,8,11,0,10,40,0,0,0,0,0,0,0,0,37.788578569571,-122.416591818,POINT (-122.416591818 37.7885785695712)
2016-021,(5) First Construction Document Issued,1066 Market,1066,Market,St,94102,6,Tenderloin,MOHCD,Inclusionary Housing Program,0,New Construction,Unknown,,11/29/2017,04/24/2018,04/24/2018,06/17/2020,,,,2013.1753,http://propertymap.sfplanning.org/?search=2013.1753,"2013.1753C,2013.1753E,2013.1753PCA,2013.1753U,2013.1753V,2013.1753X",06/16/2016,Land Dedication,304,0,304,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.781799008,-122.411741590999,POINT (-122.411741590999 37.781799008)
2016-026,(1) Preliminary Phase,"HPSY, Block 1 (Ownership)",0,Address not yet assigned,1899-12-31T00:00:00.000,94124,10,Bayview Hunters Point,OCII,Limited Equity Program,HP Shipyard Phase 1,New Construction,Ownership,07/01/2021,,,07/01/2021,12/23/2022,1899-12-31T00:00:00.000,,,Not Applicable,,,,,50,6,44,12,0,0,0,0,0,0,0,0,0,,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,37.788578569571,-122.416591818,POINT (-122.416591818 37.7885785695712)
2010-005,(4) Site Work Permit Issued,2340 San Jose (Balboa Park Upper Yard),2340,San Jose,Ave,94112,11,Outer Mission,MOHCD,Multifamily Rental Program,0,New Construction,Rental,03/01/2020,,,03/01/2020,11/01/2021,Related California,Mission Housing Development Corporation,Balboa Park Hosuing Partners L.P.,2017-012151PRJ,http://propertymap.sfplanning.org/?search=2017-012151PRJ,"2017-012151ENV,2017-012151GPR,2017-012151PPA",,,131,130,1,99,0,7,47,61,15,0,0,13,1,2bd,130,0,0,0,0,0,33,0,0,27,61,0,24,0,0,0,18,0,0,0,0,0,37.788578569571,-122.416591818,POINT (-122.416591818 37.7885785695712)
2016-052,(4) Site Work Permit Issued,2224 Clement,2224,Clement,St,94121,1,Outer Richmond,MOHCD,Inclusionary Housing Program,0,New Construction,Unknown,,01/23/2018,,07/24/2018,09/16/2020,,,,2014-001676PRJ,http://propertymap.sfplanning.org/?search=2014-001676PRJ,"2014-001676CND,2014-001676CUA,2014-001676ENV,2014-001676PPA,2014-001676VAR",05/12/2016,Fee Payment,16,0,16,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.782334589,-122.483417299999,POINT (-122.483417299999 37.782334589)
2018-036,(3) Design with Entitlements Approved,1052-1060 Folsom,1052,Folsom,St,94103,6,South of Market,MOHCD,Inclusionary Housing Program,0,New Construction,Rental,07/01/2023,,,12/18/2020,02/11/2023,"Golden Properties, LLC",,,2016-004905PRJ,http://propertymap.sfplanning.org/?search=2016-004905PRJ,,12/20/2018,On-site BMR Project,59,14,45,24,0,0,6,8,0,0,0,0,0,,14,0,0,0,0,0,0,0,0,0,0,10,0,2,0,0,0,2,0,0,0,0,37.788578569571,-122.416591818,POINT (-122.416591818 37.7885785695712)
1987-001,(2) Predevelopment Feasibility,Coleridge Park Homes,190,Coleridge,St,94110,9,Bernal Heights,MOHCD,Bond Financed Multifamily Housing,0,Rehabilitation,Rental,,,,,,BRIDGE Housing Corporation,,,0,http://propertymap.sfplanning.org/?search=0,,,,49,49,0,100,0,2,43,4,0,0,0,0,1,1bd,49,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,37.742925,-122.420344,POINT (-122.420344 37.742925)
2017-020,(4) Site Work Permit Issued,1726-1730 Mission,1726,Mission,St,94103,9,Mission,MOHCD,Inclusionary Housing Program,0,New Construction,Ownership,,07/31/2018,,01/29/2019,03/24/2021,"Reuben, Junius & Rose, LLP",,,2014-002026PRJ,http://propertymap.sfplanning.org/?search=2014-002026PRJ,"2014-002026ENV,2014-002026ENX,2014-002026PPA",06/01/2017,On-site BMR Project,40,7,33,18,0,0,4,3,0,0,0,0,0,,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,37.76939764,-122.420403099999,POINT (-122.420403099999 37.76939764)
2011-034,(3) Design with Entitlements Approved,Parkmerced - Phase IC & 1D,3711,19th,Ave,94132,7,Lakeshore,MOHCD,Inclusionary Housing Program,0,New Construction,Unknown,,,,02/08/2013,06/29/2019,Maximus,,,2008.0021,http://propertymap.sfplanning.org/?search=2008.0021,"2008.0021C,2008.0021E,2008.0021E_11,2008.0021E_3,2008.0021E_5,2008.0021E_7,2008.0021E_9,2008.0021K,2008.0021M,2008.0021P,2008.0021T,2008.0021U,2008.0021U_3,2008.0021W,2008.0021Z",02/10/2011,"On-site BMR Project, Fee Payment",545,27,518,5,0,0,0,0,0,0,0,0,0,,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,37.717010014,-122.478923092999,POINT (-122.478923092999 37.717010014)
2017-026,(4) Site Work Permit Issued,342-360 5th,342-360,5th,St,94107,6,South of Market,MOHCD,Inclusionary Housing Program,0,New Construction,Ownership,,12/21/2018,,06/21/2019,08/14/2021,"Reuben, Junius & Rose, LLP",,,2015-005863PRJ,http://propertymap.sfplanning.org/?search=2015-005863PRJ,"2015-005863CUA,2015-005863ENV,2015-005863ENX,2015-005863PPA,2015-005863TDM",10/05/2017,On-site BMR Project,127,18,109,14,0,4,6,5,3,0,0,0,0,,18,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,37.779425458,-122.402912220999,POINT (-122.402912220999 37.779425458)
2015-045,(5) First Construction Document Issued,363 6th,363,6th,St,94107,6,South of Market,MOHCD,Inclusionary Housing Program,0,New Construction,Rental,,10/11/2017,03/16/2018,03/16/2018,05/09/2020,Boris Fadeer/ Clara/6th LLC,,,2011.0586,http://propertymap.sfplanning.org/?search=2011.0586,"2011.0586CND,2011.0586E,2011.0586IKA,2011.0586K,2011.0586PPA,2011.0586U,2011.0586X",10/15/2015,On-site BMR Project,104,12,92,12,0,3,2,7,0,0,0,0,0,,12,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,37.778048756,-122.404446690999,POINT (-122.404446690999 37.778048756)
2018-030,(5) First Construction Document Issued,188 Octavia St (Parcel T),188,Octavia,St,94102,5,Hayes Valley,MOHCD,Inclusionary Housing Program,0,New Construction,Rental,,09/07/2018,02/27/2019,02/27/2019,04/22/2021,Linden Partners Investment LLC,,,2014.1509,http://propertymap.sfplanning.org/?search=2014.1509,"2014.1509DRP,2014.1509ENV,2014.1509GPR,2014.1509U,2014.1509VAR",08/24/2017,On-site BMR Project,28,4,24,14,0,0,0,0,0,0,0,0,0,,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,37.773658319,-122.423699230999,POINT (-122.423699230999 37.773658319)
2016-098,(1) Preliminary Phase,"HPSY II-CP, Block 2B",,Address not yet assigned,,94124,10,Bayview Hunters Point,OCII,Multifamily Rental Program,Candlestick Point,New Construction,Unknown,12/31/2028,,,12/31/2028,06/24/2030,Developer not yet selected,,Developer not yet selected,Not Applicable,,,,,130,129,1,99,0,0,0,0,0,0,0,0,1,,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,37.788578569571,-122.416591818,POINT (-122.416591818 37.7885785695712)
2016-083,(4) Site Work Permit Issued,98 Pennsylvania,98,Pennsylvania,Ave,94107,10,Mission Bay,MOHCD,Inclusionary Housing Program,0,New Construction,Rental,,12/05/2018,,06/05/2019,07/29/2021,Ciaran & Patrick Harty,,,2013.0517,http://propertymap.sfplanning.org/?search=2013.0517,"2013.0517E,2013.0517PPA,2013.0517U,2013.0517X",09/22/2016,On-site BMR Project,48,7,41,15,0,1,4,2,0,0,0,0,0,,7,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,37.765561805,-122.394221041999,POINT (-122.394221041999 37.765561805)
2017-040,(2) Predevelopment Feasibility,Francis Scott Key Annex,1360,43rd,Ave,94122,4,Sunset/Parkside,MOHCD,Multifamily Rental Program,0,New Construction,Rental,12/01/2021,,,12/01/2021,09/01/2023,Mid-Pen Housing,,"MP Francis Scott Key 1, LLC",Not Applicable,,,,,134,133,1,99,0,20,46,58,9,0,0,0,1,2bd,133,0,0,0,0,0,0,0,0,12,12,0,12,32,0,32,0,0,33,0,0,0,37.788578569571,-122.416591818,POINT (-122.416591818 37.7885785695712)
2013-014,(5) First Construction Document Issued,1601 Mariposa,1601,Mariposa,St,94107,10,Potrero Hill,MOHCD,Bond Financed Inclusionary Housing,0,New Construction,Rental,,09/12/2016,07/18/2017,07/18/2017,11/15/2019,Susan Smartt,,"Mariposa Housing Partners, LLC",2012.1398,http://propertymap.sfplanning.org/?search=2012.1398,"2012.1398CND,2012.1398E,2012.1398E_3,2012.1398E_5,2012.1398K,2012.1398PPA,2012.1398U,2012.1398X",11/12/2015,On-site BMR Project,299,60,239,20,0,14,22,22,2,0,0,0,0,,60,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,37.763011331,-122.399486332999,POINT (-122.399486332999 37.763011331)
2006-002,(1) Preliminary Phase,Midtown Park Apartments,1415,Scott,St,94115,5,Western Addition,MOHCD,Multifamily Rental Program,0,Rehabilitation,Rental,01/01/2020,,,01/01/2020,01/01/2022,Mercy Housing California,,Entity to be formed,2014.0563,http://propertymap.sfplanning.org/?search=2014.0563,2014.0563R,,,140,140,0,100,0,0,24,55,61,0,0,0,0,,140,0,0,0,0,0,0,0,0,0,65,0,10,15,15,10,0,0,10,0,1,13,37.788578569571,-122.416591818,POINT (-122.416591818 37.7885785695712)
2008-006,(5) First Construction Document Issued,95 Laguna,95,Laguna,St,94102,8,Hayes Valley,MOHCD,Multifamily Rental Program,0,New Construction,Rental,10/05/2017,05/27/2016,06/23/2017,06/23/2017,04/25/2019,Mercy Housing California,Openhouse,"Laguna Senior Housing, LP",2015-009145PRJ,http://propertymap.sfplanning.org/?search=2015-009145PRJ,,08/16/2012,,79,78,1,99,0,40,36,2,0,0,0,8,1,2bd,0,78,0,15,0,15,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,37.788578569571,-122.416591818,POINT (-122.416591818 37.7885785695712)
2018-038,(2) Predevelopment Feasibility,289 9th Ave/800 Clement,289,9th,Ave,94118,1,Inner Richmond,MOHCD,Small Sites Program,0,Rehabilitation,Rental,02/01/2020,,,02/01/2020,06/01/2020,Chinatown Community Development Center,,"CCDC Small Sites, LLC",Not Applicable,,,,,16,16,0,100,14,0,0,2,0,0,0,0,0,,2,14,0,0,0,0,0,0,0,0,14,0,0,2,0,0,0,0,0,0,0,0,37.788578569571,-122.416591818,POINT (-122.416591818 37.7885785695712)
2018-006,(5) First Construction Document Issued,555 Golden Gate,555,Golden Gate,Ave,94102,6,Tenderloin,MOHCD,Inclusionary Housing Program,0,New Construction,Ownership,,01/18/2019,05/13/2019,05/13/2019,07/06/2021,JS Sullivan Development,,,2014.1102,http://propertymap.sfplanning.org/?search=2014.1102,"2014.1102CUA,2014.1102E,2014.1102PPA,2014.1102SHD,2014.1102TDM,2014.1102U,2014.1102VAR",05/17/2018,On-site BMR Project,55,7,48,13,0,0,2,5,0,0,0,0,0,,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,37.788578569571,-122.416591818,POINT (-122.416591818 37.7885785695712)
2015-003,(5) First Construction Document Issued,800 Indiana,800,Indiana,St,94107,10,Potrero Hill,MOHCD,Inclusionary Housing Program,0,New Construction,Unknown,,10/09/2015,01/06/2016,01/06/2016,06/29/2019,Avalon Bay Communities,,,2011.1374,http://propertymap.sfplanning.org/?search=2011.1374,"2011.1374CND,2011.1374E,2011.1374E_3,2011.1374E_5,2011.1374K,2011.1374U,2011.1374X",01/08/2015,Fee Payment,326,0,326,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.759196412,-122.391729047999,POINT (-122.391729047999 37.759196412)
2015-028,(5) First Construction Document Issued,1546-1564 Market  & 55 Oak,1546-1564,Market,St,94102,5,Hayes Valley,MOHCD,Inclusionary Housing Program,0,New Construction,Ownership,,11/02/2016,06/12/2017,06/12/2017,08/06/2019,TUP Market LLC/Trumark Urban,,,2012.0877,http://propertymap.sfplanning.org/?search=2012.0877,"2012.0877CUA,2012.0877CUA-02,2012.0877E,2012.0877E_3,2012.0877E_5,2012.0877U,2012.0877VAR,2012.0877X,2012.0877X_3",06/25/2015,On-site BMR Project,109,13,96,12,0,1,9,3,0,0,0,0,0,,13,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,37.774965213,-122.420176872999,POINT (-122.420176872999 37.774965213)
2018-003,(4) Site Work Permit Issued,135 Hyde,135,Hyde,St,94102,6,Tenderloin,MOHCD,Inclusionary Housing Program,0,New Construction,Rental,,,,03/27/2020,05/21/2022,Elevation Architects,,,2015-015203PRJ,http://propertymap.sfplanning.org/?search=2015-015203PRJ,"2015-015203DNX,2015-015203ENV,2015-015203PPA,2015-015203SHD,2015-015203TDM,2015-015203VAR",03/29/2018,On-site BMR Project,69,10,59,14,0,0,9,1,0,0,0,0,0,,10,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,37.788578569571,-122.416591818,POINT (-122.416591818 37.7885785695712)
2009-006,(5) First Construction Document Issued,2060 Folsom (17th and Folsom),2060,Folsom,St,94110,9,Mission,MOHCD,Multifamily Rental Program,0,New Construction,Rental,12/27/2018,11/08/2017,12/28/2018,12/28/2018,02/08/2021,Chinatown Community Development Center,Mission Economic Development Agency,"2060 Folsom Housing, LP",2015-014715PRJ,http://propertymap.sfplanning.org/?search=2015-014715PRJ,"2015-014715ENV,2015-014715PCA,2015-014715PPA,2015-014715SHD",04/18/2017,,127,126,1,99,0,22,15,47,42,0,0,13,1,2bd,103,0,23,29,0,29,0,0,0,0,76,0,50,0,0,0,0,0,0,0,0,0,37.788578569571,-122.416591818,POINT (-122.416591818 37.7885785695712)
