the_geom,OBJECTID,record_id,date_opened,record_status,date_closed,address,record_type,record_type_category,record_type_group,record_type_subtype,record_type_type,record_type_4level,record_name,description,planner_id,module,templateid,parent,children,constructcost,planner_name,planner_email,planner_phone,acalink,aalink,CHANGE_OF_USE,ADDITIONS,NEW_CONSTRUCTION,LEG_ZONE_CHANGE,DEMOLITION,LOT_LINE_ADJUST,FACADE_ALT,ROW_IMPROVE,OTHER_PRJ_DESC,SPECIAL_NEEDS,SENIOR,AFFORDABLE_UNITS,STUDENT,INCLUSIONARY,STATE_DENSITY_BONUS,ADU,FORMULA_RETAIL,MCD,TOBACCO,FINANCIAL,MASSAGE,MCD_REFERRAL,OTHER_NON_RES,ENVIRONMENTAL_REVIEW_TYPE,LAND_USE_RC_EXIST,LAND_USE_RC_PROP,LAND_USE_RC_NET,LAND_USE_RESIDENTIAL_EXIST,LAND_USE_RESIDENTIAL_PROP,LAND_USE_RESIDENTIAL_NET,LAND_USE_CIE_EXIST,LAND_USE_CIE_PROP,LAND_USE_CIE_NET,LAND_USE_PDR_EXIST,LAND_USE_PDR_PROP,LAND_USE_PDR_NET,LAND_USE_OFFICE_EXIST,LAND_USE_OFFICE_PROP,LAND_USE_OFFICE_NET,LAND_USE_MEDICAL_EXIST,LAND_USE_MEDICAL_PROP,LAND_USE_MEDICAL_NET,LAND_USE_VISITOR_EXIST,LAND_USE_VISITOR_PROP,LAND_USE_VISITOR_NET,LAND_USE_PARKING_SPACES_EXIST,LAND_USE_PARKING_SPACES_PROP,LAND_USE_PARKING_SPACES_NET,PRJ_FEATURE_AFFORDABLE_EXIST,PRJ_FEATURE_AFFORDABLE_PROP,PRJ_FEATURE_AFFORDABLE_NET,PRJ_FEATURE_HOTEL_ROOMS_EXIST,PRJ_FEATURE_HOTEL_ROOMS_PROP,PRJ_FEATURE_HOTEL_ROOMS_NET,PRJ_FEATURE_MARKET_RATE_EXIST,PRJ_FEATURE_MARKET_RATE_PROP,PRJ_FEATURE_MARKET_RATE_NET,PRJ_FEATURE_BUILD_EXIST,PRJ_FEATURE_BUILD_PROP,PRJ_FEATURE_BUILD_NET,PRJ_FEATURE_STORIES_EXIST,PRJ_FEATURE_STORIES_PROP,PRJ_FEATURE_STORIES_NET,PRJ_FEATURE_PARKING_EXIST,PRJ_FEATURE_PARKING_PROP,PRJ_FEATURE_PARKING_NET,PRJ_FEATURE_LOADING_EXIST,PRJ_FEATURE_LOADING_PROP,PRJ_FEATURE_LOADING_NET,PRJ_FEATURE_BIKE_EXIST,PRJ_FEATURE_BIKE_PROP,PRJ_FEATURE_BIKE_NET,PRJ_FEATURE_CAR_SHARE_EXIST,PRJ_FEATURE_CAR_SHARE_PROP,PRJ_FEATURE_CAR_SHARE_NET,PRJ_FEATURE_USABLE_EXIST,PRJ_FEATURE_USABLE_PROP,PRJ_FEATURE_USABLE_NET,PRJ_FEATURE_PUBLIC_EXIST,PRJ_FEATURE_PUBLIC_PROP,PRJ_FEATURE_PUBLIC_NET,PRJ_FEATURE_ART_EXIST,PRJ_FEATURE_ART_PROP,PRJ_FEATURE_ART_NET,PRJ_FEATURE_ROOF_EXIST,PRJ_FEATURE_ROOF_PROP,PRJ_FEATURE_ROOF_NET,PRJ_FEATURE_SOLAR_EXIST,PRJ_FEATURE_SOLAR_PROP,PRJ_FEATURE_SOLAR_NET,PRJ_FEATURE_LIVING_EXIST,PRJ_FEATURE_LIVING_PROP,PRJ_FEATURE_LIVING_NET,PRJ_FEATURE_OTHER,PRJ_FEATURE_OTHER_EXIST,PRJ_FEATURE_OTHER_PROP,PRJ_FEATURE_OTHER_NET,RESIDENTIAL_STUDIO_EXIST,RESIDENTIAL_STUDIO_PROP,RESIDENTIAL_STUDIO_NET,RESIDENTIAL_1BR_EXIST,RESIDENTIAL_1BR_PROP,RESIDENTIAL_1BR_NET,RESIDENTIAL_2BR_EXIST,RESIDENTIAL_2BR_PROP,RESIDENTIAL_2BR_NET,RESIDENTIAL_3BR_EXIST,RESIDENTIAL_3BR_PROP,RESIDENTIAL_3BR_NET,RESIDENTIAL_ADU_STUDIO_EXIST,RESIDENTIAL_ADU_STUDIO_PROP,RESIDENTIAL_ADU_STUDIO_NET,RESIDENTIAL_ADU_STUDIO_AREA,RESIDENTIAL_ADU_1BR_EXIST,RESIDENTIAL_ADU_1BR_PROP,RESIDENTIAL_ADU_1BR_NET,RESIDENTIAL_ADU_1BR_AREA,RESIDENTIAL_ADU_2BR_EXIST,RESIDENTIAL_ADU_2BR_PROP,RESIDENTIAL_ADU_2BR_NET,RESIDENTIAL_ADU_2BR_AREA,RESIDENTIAL_ADU_3BR_EXIST,RESIDENTIAL_ADU_3BR_PROP,RESIDENTIAL_ADU_3BR_NET,RESIDENTIAL_ADU_3BR_AREA,RESIDENTIAL_GH_ROOMS_EXIST,RESIDENTIAL_GH_ROOMS_PROP,RESIDENTIAL_GH_ROOMS_NET,RESIDENTIAL_GH_BEDS_EXIST,RESIDENTIAL_GH_BEDS_PROP,RESIDENTIAL_GH_BEDS_NET,RESIDENTIAL_SRO_EXIST,RESIDENTIAL_SRO_PROP,RESIDENTIAL_SRO_NET,RESIDENTIAL_MICRO_EXIST,RESIDENTIAL_MICRO_PROP,RESIDENTIAL_MICRO_NET,RELATED_BUILDING_PERMIT,BOS_1ST_READ,BOS_2ND_READ,COM_HEARING,MAYORAL_SIGN,TRANSMIT_DATE_BOS,COM_HEARING_DATE_BOS,Shape_Length,Shape_Area
"MULTIPOLYGON (((-122.417919582 37.775981011, -122.41779697 37.776077885, -122.417453754 37.776349056, -122.417025525 37.776007513, -122.416927898 37.775929647, -122.416854678 37.775871248, -122.416769255 37.775803116, -122.416583973 37.775655337, -122.416828954 37.7754614, -122.416865702 37.775432309, -122.416780279 37.775364177, -122.416872894 37.775290249, -122.417091738 37.775464796, -122.417156729 37.775413457, -122.41729831 37.775524434, -122.417322834 37.775505061, -122.417919582 37.775981011)))",505,2018-003850MIS,03/19/2018 12:00:00 AM +0000,Approved,03/30/2018 12:00:00 AM +0000,8 10TH ST 94103,Misc. Permits-REF (MIS),MIS,Planning,Referral,Applications,Planning/Applications/Referral/MIS,"8 - 10th Street - CH Parking, LLC",Police - Commercial Parking Garage Renewal,SADINA,Planning,18CAP-00000-002YY,,,,Seema Adina,seema.adina@sfgov.org,415-575-8722,https://aca.accela.com/ccsf/Cap/CapDetail.aspx?Module=Planning&TabName=Planning&capID1=18CAP&capID2=00000&capID3=002YY&agencyCode=CCSF,https://av.accela.com/portlets/cap/capsummary/CapTabSummary.do?mode=tabSummary&serviceProviderCode=CCSF&ID1=18CAP&ID2=00000&ID3=002YY&requireNotice=YES&clearForm=clearForm&module=Planning&isGeneralCAP=N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003630518219006,0.000000631321336
"MULTIPOLYGON (((-122.466164387 37.74828637, -122.466185091 37.748577846, -122.466037604 37.748584335, -122.466048671 37.748558324, -122.466116204 37.748399608, -122.466164387 37.74828637)))",147407,96-046,04/24/1996 12:00:00 AM +0000,Closed - Appeal Upheld,02/26/1997 12:00:00 AM +0000,,Appeals (APL),APL,Planning,Appeal,Applications,Planning/Applications/Appeal/APL,2168 10TH AV,,MGALLAGH,Planning,96HIS-00000-02868,,,0,,,,https://aca.accela.com/ccsf/Cap/CapDetail.aspx?Module=Planning&TabName=Planning&capID1=96HIS&capID2=00000&capID3=02868&agencyCode=CCSF,https://av.accela.com/portlets/cap/capsummary/CapTabSummary.do?mode=tabSummary&serviceProviderCode=CCSF&ID1=96HIS&ID2=00000&ID3=02868&requireNotice=YES&clearForm=clearForm&module=Planning&isGeneralCAP=N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000763656487748,0.000000021561777
"MULTIPOLYGON (((-122.468234825 37.783680217, -122.468649373 37.783661152, -122.468654701 37.783734739, -122.468240107 37.783753166, -122.468234825 37.783680217)))",69611,11460_ENF,10/13/2011 12:00:00 AM +0000,Closed - Abated,11/18/2011 12:00:00 AM +0000,"248 10TH AVE, SAN FRANCISCO, CA 94118",Enforcement (ENF),ENF,Planning,Code Enforcement,Complaint,Planning/Complaint/Code Enforcement/ENF,248 10TH AV,"demolition of a victorian house and converting it into a 3-unit apartment building without authorization - listed for sale with a real estate broker as an apartment building; removal of parking; demolition of historic building, constructed prior to 1900; no notification to neighbors or hearing",RRACHNA,Planning,11HIS-00000-0035A,,,0,Rachna Rachna,Rachna.Rachna@sfgov.org,415-575-6806,https://aca.accela.com/ccsf/Cap/CapDetail.aspx?Module=Planning&TabName=Planning&capID1=11HIS&capID2=00000&capID3=0035A&agencyCode=CCSF,https://av.accela.com/portlets/cap/capsummary/CapTabSummary.do?mode=tabSummary&serviceProviderCode=CCSF&ID1=11HIS&ID2=00000&ID3=0035A&requireNotice=YES&clearForm=clearForm&module=Planning&isGeneralCAP=N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00097690907551,0.000000030474236
"MULTIPOLYGON (((-122.390146674 37.787310971, -122.39047725 37.78704965, -122.390645676 37.787183003, -122.390312301 37.787446538, -122.389962894 37.787722742, -122.389797269 37.787587174, -122.390146674 37.787310971)))",33418,2015-015758GEN,11/25/2015 12:00:00 AM +0000,Closed - Informational,12/01/2015 12:00:00 AM +0000,429 BEALE ST 94105,Generic (GEN),GEN,Planning,General,Applications,Planning/Applications/General/GEN,429 Beale / 430 Main,Record Request,JCHEN,Planning,15CAP-00000-00C5R,,,,Josephine Chen,josephine.chen@sfgov.org,415-575-9199,https://aca.accela.com/ccsf/Cap/CapDetail.aspx?Module=Planning&TabName=Planning&capID1=15CAP&capID2=00000&capID3=00C5R&agencyCode=CCSF,https://av.accela.com/portlets/cap/capsummary/CapTabSummary.do?mode=tabSummary&serviceProviderCode=CCSF&ID1=15CAP&ID2=00000&ID3=00C5R&requireNotice=YES&clearForm=clearForm&module=Planning&isGeneralCAP=N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002165989168758,0.000000181584435
"MULTIPOLYGON (((-122.466780014 37.763042601, -122.467194508 37.763024399, -122.467200255 37.763106663, -122.467205044 37.763175216, -122.46679055 37.763193418, -122.466785761 37.763124865, -122.466780014 37.763042601)))",113855,2004.0049,01/13/2004 12:00:00 AM +0000,Closed,,"1348 10TH AV, SAN FRANCISCO, CA 94122",Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,1348 10TH AV,The project proposes to demolish the structure (used for school) located at 1338 10th Avenue and to construct a new structure at the site for use by the existing elementary school. CU Authorization is requested for an increase in the elementary school use per Section 209.3(g) in the RH-2 District. A rear yard Variance is sought for new construction of the structure within the req rear yard.  A Certificate of Appropriateness is sought to renovate and repair Landmark No. 29 (The Old Firehouse).,,Planning,04HIS-00000-0159L,,"2004.0049A,2004.0049C,2004.0049E,2004.0049V",0,,,,https://aca.accela.com/ccsf/Cap/CapDetail.aspx?Module=Planning&TabName=Planning&capID1=04HIS&capID2=00000&capID3=0159L&agencyCode=CCSF,https://av.accela.com/portlets/cap/capsummary/CapTabSummary.do?mode=tabSummary&serviceProviderCode=CCSF&ID1=04HIS&ID2=00000&ID3=0159L&requireNotice=YES&clearForm=clearForm&module=Planning&isGeneralCAP=N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00113215607749,0.000000062704518
"MULTIPOLYGON (((-122.390146674 37.787310971, -122.39047725 37.78704965, -122.390645676 37.787183003, -122.390312301 37.787446538, -122.389962894 37.787722742, -122.389797269 37.787587174, -122.390146674 37.787310971)))",33952,2014-002033DNX,11/10/2015 12:00:00 AM +0000,Under Review,,429 BEALE ST 94105,Downtown Exception-309 (DNX),DNX,Planning,Planning Entitlements,Applications,Planning/Applications/Planning Entitlements/DNX,429 Beale Street and 430 Main Street,"Downtown Residential (309.1) application for the demolition of two existing self-storage structures.  New construction of a residential building containing 144 dwelling units, 101 auto parking spaces, and 119 bicycle parking spaces.",DVU,Planning,15CAP-00000-00BHX,2014-002033PRJ,,50000000,Doug Vu,doug.vu@sfgov.org,415-575-9120,https://aca.accela.com/ccsf/Cap/CapDetail.aspx?Module=Planning&TabName=Planning&capID1=15CAP&capID2=00000&capID3=00BHX&agencyCode=CCSF,https://av.accela.com/portlets/cap/capsummary/CapTabSummary.do?mode=tabSummary&serviceProviderCode=CCSF&ID1=15CAP&ID2=00000&ID3=00BHX&requireNotice=YES&clearForm=clearForm&module=Planning&isGeneralCAP=N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002165989168758,0.000000181584435
"MULTIPOLYGON (((-122.467194508 37.763024399, -122.467200255 37.763106663, -122.466785761 37.763124865, -122.466780014 37.763042601, -122.467194508 37.763024399)))",82788,2008.1186A,02/04/2009 12:00:00 AM +0000,Closed - Approved,03/04/2009 12:00:00 AM +0000,"1348 10TH AV, SAN FRANCISCO, CA 94122",Certificate of Appropriateness (COA),COA,Planning,Planning Entitlements,Applications,Planning/Applications/Planning Entitlements/COA,1348 10TH AV,Change of use from elementary school to office use.,ASTARR,Planning,09HIS-00000-01GNV,2008.1186,,5000,Aaron Starr,aaron.starr@sfgov.org,415-558-6362,https://aca.accela.com/ccsf/Cap/CapDetail.aspx?Module=Planning&TabName=Planning&capID1=09HIS&capID2=00000&capID3=01GNV&agencyCode=CCSF,https://av.accela.com/portlets/cap/capsummary/CapTabSummary.do?mode=tabSummary&serviceProviderCode=CCSF&ID1=09HIS&ID2=00000&ID3=01GNV&requireNotice=YES&clearForm=clearForm&module=Planning&isGeneralCAP=N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000994715932979,0.000000034202541
"MULTIPOLYGON (((-122.466780014 37.763042601, -122.467194508 37.763024399, -122.467200255 37.763106663, -122.467205044 37.763175216, -122.46679055 37.763193418, -122.466785761 37.763124865, -122.466780014 37.763042601)))",116873,2003.0784S,07/02/2003 12:00:00 AM +0000,Closed,11/14/2006 12:00:00 AM +0000,"1348 10TH AV, SAN FRANCISCO, CA 94122",Subdivision-REF (SUB),SUB,Planning,Referral,Applications,Planning/Applications/Referral/SUB,1338 10TH AV,LOT LINE ADJUSTMENT,CJAROSLA,Planning,03HIS-00000-0123V,2003.0784,,0,,,,https://aca.accela.com/ccsf/Cap/CapDetail.aspx?Module=Planning&TabName=Planning&capID1=03HIS&capID2=00000&capID3=0123V&agencyCode=CCSF,https://av.accela.com/portlets/cap/capsummary/CapTabSummary.do?mode=tabSummary&serviceProviderCode=CCSF&ID1=03HIS&ID2=00000&ID3=0123V&requireNotice=YES&clearForm=clearForm&module=Planning&isGeneralCAP=N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00113215607749,0.000000062704518
"MULTIPOLYGON (((-122.417919582 37.775981011, -122.41779697 37.776077885, -122.417453754 37.776349056, -122.417025525 37.776007513, -122.416927898 37.775929647, -122.416854678 37.775871248, -122.416769255 37.775803116, -122.416583973 37.775655337, -122.416828954 37.7754614, -122.416865702 37.775432309, -122.416780279 37.775364177, -122.416872894 37.775290249, -122.417091738 37.775464796, -122.417156729 37.775413457, -122.41729831 37.775524434, -122.417322834 37.775505061, -122.417919582 37.775981011)))",21168,2016-012485ENF,09/27/2016 12:00:00 AM +0000,Closed - No Violation,04/13/2017 12:00:00 AM +0000,8 10TH ST 94103,Enforcement (ENF),ENF,Planning,Code Enforcement,Complaint,Planning/Complaint/Code Enforcement/ENF,8 10th Street Unit 3506,illegal short-term rentals on Airbnb or VRBO,APUTRA,Planning,16CAP-00000-009MT,,,0,Adrian Putra,adrian.putra@sfgov.org,415-575-9079,https://aca.accela.com/ccsf/Cap/CapDetail.aspx?Module=Planning&TabName=Planning&capID1=16CAP&capID2=00000&capID3=009MT&agencyCode=CCSF,https://av.accela.com/portlets/cap/capsummary/CapTabSummary.do?mode=tabSummary&serviceProviderCode=CCSF&ID1=16CAP&ID2=00000&ID3=009MT&requireNotice=YES&clearForm=clearForm&module=Planning&isGeneralCAP=N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003630518219006,0.000000631321336
"MULTIPOLYGON (((-122.39047725 37.78704965, -122.390645676 37.787183003, -122.390312301 37.787446538, -122.390146674 37.787310971, -122.39047725 37.78704965)))",64483,10606PRV,08/10/2012 12:00:00 AM +0000,Closed - Informational,08/14/2012 12:00:00 AM +0000,"429 BEALE ST, SAN FRANCISCO, CA 94105",Project Review Meetings (PRV),PRV,Planning,Project Review,Applications,Planning/Applications/Project Review/PRV,429 Beale Street (3767/305); Project Review Meeting to add one residential dwelling unit or duplex to the existing structure.  App,429 Beale Street (3767/305); Project Review Meeting to add one residential dwelling unit or duplex to the existing structure.  Applicant is requesting attendance of Ben Fu.,BFU,Planning,12HIS-00000-0021P,,,0,,,,https://aca.accela.com/ccsf/Cap/CapDetail.aspx?Module=Planning&TabName=Planning&capID1=12HIS&capID2=00000&capID3=0021P&agencyCode=CCSF,https://av.accela.com/portlets/cap/capsummary/CapTabSummary.do?mode=tabSummary&serviceProviderCode=CCSF&ID1=12HIS&ID2=00000&ID3=0021P&requireNotice=YES&clearForm=clearForm&module=Planning&isGeneralCAP=N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001275208569416,0.000000088469856
"MULTIPOLYGON (((-122.403380089 37.782563287, -122.403196657 37.782708221, -122.40282094 37.782407379, -122.402813726 37.782413079, -122.402696487 37.782505711, -122.402574128 37.782602389, -122.402281813 37.782368325, -122.402350537 37.782314026, -122.402355919 37.782309773, -122.402161044 37.78215373, -122.402827849 37.781626874, -122.403215261 37.781936601, -122.402903916 37.782182603, -122.40300143 37.782260562, -122.403380089 37.782563287)))",36957,2015-011205PRJ,08/31/2015 12:00:00 AM +0000,Closed,11/24/2015 12:00:00 AM +0000,320 CLEMENTINA ST 94103,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,320 & 330 Clementina Street,"The proposed project includes alterations to the two existing 13-story apartment towers. Alterations include new structural strengthening, including new spread footing and drilled pier foundations.  
New construction includes provision of new maintenance shed (416 sf) and new trash compactor enclosure (374 sf) along with associated concrete paving and shallow footings.",KCONNER,Planning,15CAP-00000-008NA,,2015-011205ENV,0,Kate Conner,kate.conner@sfgov.org,415-575-6914,https://aca.accela.com/ccsf/Cap/CapDetail.aspx?Module=Planning&TabName=Planning&capID1=15CAP&capID2=00000&capID3=008NA&agencyCode=CCSF,https://av.accela.com/portlets/cap/capsummary/CapTabSummary.do?mode=tabSummary&serviceProviderCode=CCSF&ID1=15CAP&ID2=00000&ID3=008NA&requireNotice=YES&clearForm=clearForm&module=Planning&isGeneralCAP=N,,CHECKED,,,,,,,CHECKED,,,,,,,,,,,,,,,,,,,168506,168506,0,,,,,,,,,,,,,,,,,,,276,276,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201510301361,,,,,,,0.004100504334215,0.00000061139325
"MULTIPOLYGON (((-122.46678637 37.758794114, -122.46689862 37.758789175, -122.46690341 37.758857728, -122.466487121 37.758876043, -122.466482332 37.75880749, -122.466527327 37.75880551, -122.466613674 37.758801712, -122.466700021 37.758797913, -122.46678637 37.758794114)))",145642,1997.055,01/16/1997 12:00:00 AM +0000,Closed,,"1578 10TH AV, SAN FRANCISCO, CA 94122",Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,1578 - 10th Avenue,Demolition of existing building and new construction of a two-family dwelling.,,Planning,97HIS-00000-00REP,,"1997.055D,1997.055Q",0,,,,https://aca.accela.com/ccsf/Cap/CapDetail.aspx?Module=Planning&TabName=Planning&capID1=97HIS&capID2=00000&capID3=00REP&agencyCode=CCSF,https://av.accela.com/portlets/cap/capsummary/CapTabSummary.do?mode=tabSummary&serviceProviderCode=CCSF&ID1=97HIS&ID2=00000&ID3=00REP&requireNotice=YES&clearForm=clearForm&module=Planning&isGeneralCAP=N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000970822610227,0.000000028625444
"MULTIPOLYGON (((-122.466515057 37.753330443, -122.466519684 37.753399003, -122.466106156 37.753417196, -122.4661014 37.753348641, -122.466515057 37.753330443)))",110580,2004.0661,07/14/2004 12:00:00 AM +0000,Closed,,"1868 10TH AV, SAN FRANCISCO, CA 94122",Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,1868 10TH AV,The proposal is to expand the all three floors of the existing single family dwelling towards the rear of the subject property per the enclosed plans. There will be a partial three-foot set backs  along each side property line.,,Planning,04HIS-00000-0144Q,,2004.0661D,0,,,,https://aca.accela.com/ccsf/Cap/CapDetail.aspx?Module=Planning&TabName=Planning&capID1=04HIS&capID2=00000&capID3=0144Q&agencyCode=CCSF,https://av.accela.com/portlets/cap/capsummary/CapTabSummary.do?mode=tabSummary&serviceProviderCode=CCSF&ID1=04HIS&ID2=00000&ID3=0144Q&requireNotice=YES&clearForm=clearForm&module=Planning&isGeneralCAP=N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000965420834499,0.000000028440232
"MULTIPOLYGON (((-122.468301019 37.781010049, -122.468320849 37.781283944, -122.46847631 37.781276922, -122.468481293 37.781345752, -122.468066733 37.781364478, -122.467647697 37.781383405, -122.467622886 37.781040678, -122.468301019 37.781010049)))",133510,2000.576C,06/05/2000 12:00:00 AM +0000,Closed - Approved,07/20/2000 12:00:00 AM +0000,"389 09TH AV, SAN FRANCISCO, CA 94118",Conditional Use Authorization (CUA),CUA,Planning,Planning Entitlements,Applications,Planning/Applications/Planning Entitlements/CUA,"389-9th Avenue (aka, 378 10TH AV)","Installation of a WTS facility, with up to 16 antennas.",CNIKITAS,Planning,00HIS-00000-00VXV,2000.576,,15655,,,,https://aca.accela.com/ccsf/Cap/CapDetail.aspx?Module=Planning&TabName=Planning&capID1=00HIS&capID2=00000&capID3=00VXV&agencyCode=CCSF,https://av.accela.com/portlets/cap/capsummary/CapTabSummary.do?mode=tabSummary&serviceProviderCode=CCSF&ID1=00HIS&ID2=00000&ID3=00VXV&requireNotice=YES&clearForm=clearForm&module=Planning&isGeneralCAP=N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002356135749836,0.000000243909833
"MULTIPOLYGON (((-122.417919582 37.775981011, -122.41779697 37.776077885, -122.417453754 37.776349056, -122.417025525 37.776007513, -122.416927898 37.775929647, -122.416854678 37.775871248, -122.416769255 37.775803116, -122.416583973 37.775655337, -122.416828954 37.7754614, -122.416865702 37.775432309, -122.416780279 37.775364177, -122.416872894 37.775290249, -122.417091738 37.775464796, -122.417156729 37.775413457, -122.41729831 37.775524434, -122.417322834 37.775505061, -122.417919582 37.775981011)))",45376,2015-001373MIS,02/06/2015 12:00:00 AM +0000,Closed - Approved,02/19/2015 12:00:00 AM +0000,8 10TH ST 94103,Misc. Permits-REF (MIS),MIS,Planning,Referral,Applications,Planning/Applications/Referral/MIS,8 - 10th Street,"CH Parking, LLC",ABRASK,Planning,15CAP-00000-00126,,,,Anne Brask,anne.brask@sfgov.org,415-575-9078,https://aca.accela.com/ccsf/Cap/CapDetail.aspx?Module=Planning&TabName=Planning&capID1=15CAP&capID2=00000&capID3=00126&agencyCode=CCSF,https://av.accela.com/portlets/cap/capsummary/CapTabSummary.do?mode=tabSummary&serviceProviderCode=CCSF&ID1=15CAP&ID2=00000&ID3=00126&requireNotice=YES&clearForm=clearForm&module=Planning&isGeneralCAP=N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003630518219006,0.000000631321336
